Sucursal;Division;Categoria;Grupo;Producto;ProdNombre;Proveedor;SALDOUNDTOTAL; Total Costo Und.
BSU01;DISPLAY;DISPLAY TIENDAS;EXHIBIDORES;DIS000503;LATERAL DERECHO MUEBLE UNIDAD DE CALZADO;SIN ESPESIFICAR;37;L227.18
BSU01;DISPLAY;DISPLAY TIENDAS;EXHIBIDORES;DIS000507;PARED 2FT MUEBLE UNIDAD DE CALZADO;SIN ESPESIFICAR;338;L3,510.12
BSU01;DISPLAY;DISPLAY TIENDAS;EXHIBIDORES;DIS000508;UÑAS MUEBLE UNIDAD DE CALZADO;SIN ESPESIFICAR;1,291.00;L33,217.43
BSU01;DISPLAY;DISPLAY TIENDAS;EXHIBIDORES;DIS000513;H TIPO RACK BUGGI;SIN ESPESIFICAR;2;L1,350.94
BSU01;DISPLAY;DISPLAY TIENDAS;EXHIBIDORES;DIS000475;MUEBLE UNIDAD DE CALZADO 6FT;SIN ESPESIFICAR;10;L46,062.30
BSU01;DISPLAY;DISPLAY TIENDAS;EXHIBIDORES;DIS000512;BRAZOS TIPO RACK BUGGI;SIN ESPESIFICAR;32;L21,615.13
BSU01;DISPLAY;DISPLAY TIENDAS;EXHIBIDORES;DIS000505;PLATO 2FT MUEBLE UNIDAD DE CALZADO;SIN ESPESIFICAR;751;L102,735.58
BSU01;DISPLAY;DISPLAY TIENDAS;EXHIBIDORES;DIS000515;PINES #10 PARA GONDOLA ;SIN ESPESIFICAR;441;L6,809.04
BSU01;DISPLAY;DISPLAY TIENDAS;EXHIBIDORES;UDIS000336;PIN PARA GONDOLA #12;SIN ESPESIFICAR;510;L8,001.90
BSU01;DISPLAY;DISPLAY TIENDAS;EXHIBIDORES;UDIS000337;BRAZO RIEL PORTA BARRA #12;SIN ESPESIFICAR;150;L4,897.50
BSU01;DISPLAY;DISPLAY TIENDAS;EXHIBIDORES;DIS000522;APARADOR TIPO A USAR ;SIN ESPESIFICAR;9;L23,062.03
BSU01;DISPLAY;DISPLAY TIENDAS;EXHIBIDORES;DIS000519;BRAZO AUXILIAR #10 USAR ;SIN ESPESIFICAR;3,651.00;L113,615.21
BSU01;DISPLAY;DISPLAY TIENDAS;EXHIBIDORES;DIS000520;BUSTO INTERIOR ROSSE GLOSS USAR ;SIN ESPESIFICAR;36;L14,888.60
BSU01;DISPLAY;DISPLAY TIENDAS;EXHIBIDORES;DIS000521;MANIQUI CORAZON ROSE GLOSS USAR;SIN ESPESIFICAR;57;L30,067.46
BSU01;DISPLAY;DISPLAY TIENDAS;PINES;DIS000139;PINES #12 PARA GONDOLAS ;SIN ESPESIFICAR;1,747.00;L23,890.61
BSU01;DISPLAY;DISPLAY TIENDAS;PINES;DIS000498;PIN PARA PELOTA;SIN ESPESIFICAR;205;L3,573.58
BSU01;DISPLAY;DISPLAY TIENDAS;PINES;DIS000425;PIN DE BARRA DE ACCESORIOS;SIN ESPESIFICAR;28,190.00;L184,459.86
BSU01;DISPLAY;DISPLAY TIENDAS;GANCHOS;DIS000348;GANCHO PLASTICO PRENSAR XL;OLVIN OBDULIO CACERES SERRANO;14,624.00;L51,439.92
BSU01;DISPLAY;DISPLAY TIENDAS;GANCHOS;DIS000245;GANCHO PLASTICO P/PRENSAR M;OLVIN OBDULIO CACERES SERRANO;161,587.00;L475,342.09
BSU01;DISPLAY;DISPLAY TIENDAS;GANCHOS;DIS000246;GANCHO PLASTICO P/PRENSAR L;OLVIN OBDULIO CACERES SERRANO;24,408.00;L82,634.99
BSU01;DISPLAY;DISPLAY TIENDAS;GANCHOS;DIS000244;GANCHO PLASTICO P/PRENSAR S;OLVIN OBDULIO CACERES SERRANO;31,654.00;L91,012.21
BSU01;DISPLAY;DISPLAY TIENDAS;GANCHOS;DIS000414;ACRILICO 3FT;SIN ESPESIFICAR;1,974.00;L17,688.15
BSU01;DISPLAY;DISPLAY TIENDAS;GANCHOS;UDIS000329;GANCHO PLASTICO P/COLGAR L;SIN ESPESIFICAR;70;L119.38
BSU01;DISPLAY;DISPLAY TIENDAS;GANCHOS;DIS000369;GANCHO COLGAR TALLA L/ADULTO;OLVIN OBDULIO CACERES SERRANO;35,422.00;L76,417.30
BSU01;DISPLAY;DISPLAY TIENDAS;GANCHOS;UDIS000331;GANCHO PLASTICO P/COLGAR S;SIN ESPESIFICAR;13,001.00;L16,130.60
BSU01;DISPLAY;DISPLAY TIENDAS;GANCHOS;DIS000370;GANCHO COLGAR TALLA M/JUVENIL;OLVIN OBDULIO CACERES SERRANO;105,517.00;L203,283.78
BSU01;DISPLAY;DISPLAY TIENDAS;GANCHOS;DIS000413;ACRILICO 4FT;SIN ESPESIFICAR;4,169.00;L43,327.46
BSU01;DISPLAY;DISPLAY TIENDAS;GANCHOS;DIS000372;GANCHO COLGAR TALLA XL/ADULTO;OLVIN OBDULIO CACERES SERRANO;28,411.00;L68,942.42
BSU01;DISPLAY;DISPLAY TIENDAS;GANCHOS;UDIS000316;GANCHO MADERA M COLGAR;SIN ESPESIFICAR;676;L8,179.60
BSU01;DISPLAY;DISPLAY TIENDAS;GANCHOS;UDIS000314;GANCHO MADERA XL PRENSAR;SIN ESPESIFICAR;792;L11,167.20
BSU01;DISPLAY;DISPLAY TIENDAS;GANCHOS;UDIS000330;GANCHO PLASTICO P/COLGAR M;SIN ESPESIFICAR;16,341.00;L35,273.52
BSU01;DISPLAY;DISPLAY TIENDAS;GANCHOS;UDIS000311;GANCHO MADERA S PRENSAR;SIN ESPESIFICAR;473;L4,450.93
BSU01;DISPLAY;DISPLAY TIENDAS;GANCHOS;UDIS000267;GANCHO PLASTICO P/PRENSAR M/JUVENIL;SIN ESPESIFICAR;3,753.00;L19,005.79
BSU01;DISPLAY;DISPLAY TIENDAS;GANCHOS;UDIS000310;FLAT;SIN ESPESIFICAR;185;L139,325.32
BSU01;DISPLAY;DISPLAY TIENDAS;GANCHOS;UDIS000313;GANCHO MADERA L PRENSAR;SIN ESPESIFICAR;3,497.00;L45,845.67
BSU01;DISPLAY;DISPLAY TIENDAS;GANCHOS;UDIS000266;GANCHO PLASTICO P/PRENSAR L/ADULTO;SIN ESPESIFICAR;2,957.00;L15,507.60
BSU01;DISPLAY;DISPLAY TIENDAS;GANCHOS;UDIS000312;GANCHO MADERA M PRENSAR;SIN ESPESIFICAR;1,401.00;L14,598.42
BSU01;DISPLAY;DISPLAY TIENDAS;GANCHOS;UDIS000315;GANCHO MADERA S COLGAR;SIN ESPESIFICAR;507;L5,146.05
BSU01;DISPLAY;DISPLAY TIENDAS;GANCHOS;UDIS000328;GANCHO PLASTICO COLGAR XL;SIN ESPESIFICAR;2,145.00;L7,631.93
BSU01;DISPLAY;DISPLAY TIENDAS;GANCHOS;UDIS000269;GANCHO PLASTICO PRENSAR XL/ADULTO;SIN ESPESIFICAR;1,441.00;L8,501.90
BSU01;DISPLAY;DISPLAY TIENDAS;GANCHOS;UDIS000134;GANCHO MADERA L COLGAR;SIN ESPESIFICAR;3,797.00;L22,489.59
BSU01;DISPLAY;DISPLAY TIENDAS;GANCHOS;UDIS000268;GANCHO PLASTICO P/PRENSAR S/INFANTIL;SIN ESPESIFICAR;3,566.00;L14,715.46
BSU01;DISPLAY;DISPLAY TIENDAS;GANCHOS;DIS000514;GANCHO COLGAR TALLA S/INFANTIL;SIN ESPESIFICAR;22,031.00;L64,330.52
BSU01;DISPLAY;DISPLAY TIENDAS;GONDOLAS ;DIS000381;POSTE CENTRO CUIDADO PERSONAL;SIN ESPESIFICAR;98;L6,918.57
BSU01;DISPLAY;DISPLAY TIENDAS;GONDOLAS ;DIS000501;BASE DE 3FT HOGAR ;SIN ESPESIFICAR;64;L11,253.04
BSU01;DISPLAY;DISPLAY TIENDAS;GONDOLAS ;DIS000375;PARED PARA GONDOLA  DE 4 PIE ;SIN ESPESIFICAR;2,839.00;L184,718.60
BSU01;DISPLAY;DISPLAY TIENDAS;GONDOLAS ;DIS000368;BASES PARA GONDOLA DE HOGAR 4FT;SIN ESPESIFICAR;494;L45,195.16
BSU01;DISPLAY;DISPLAY TIENDAS;GONDOLAS ;DIS000385;UÑAS CUIDADO PERSONAL;SIN ESPESIFICAR;1,717.00;L98,791.11
BSU01;DISPLAY;DISPLAY TIENDAS;GONDOLAS ;DIS000383;POSTE PARED CUIDADO PERSONAL;SIN ESPESIFICAR;62;L2,840.38
BSU01;DISPLAY;DISPLAY TIENDAS;GONDOLAS ;DIS000446;POSTE PARED HOGAR ALTA;SIN ESPESIFICAR;52;L3,598.23
BSU01;DISPLAY;DISPLAY TIENDAS;GONDOLAS ;DIS000386;UÑAS PARA GONDOLA DE HOGAR;SIN ESPESIFICAR;5,550.00;L466,099.16
BSU01;DISPLAY;DISPLAY TIENDAS;GONDOLAS ;DIS000379;PLATOS DE 4 PIE CUIDADO PERSONAL;SIN ESPESIFICAR;896;L63,991.01
BSU01;DISPLAY;DISPLAY TIENDAS;GONDOLAS ;UDIS000271;BASES  HOGAR;SIN ESPESIFICAR;154;L13,653.64
BSU01;DISPLAY;DISPLAY TIENDAS;GONDOLAS ;UDIS000293;PIN DE BARRA #12;SIN ESPESIFICAR;3,008.00;L17,937.82
BSU01;DISPLAY;DISPLAY TIENDAS;GONDOLAS ;UDIS000296;PIN DE PARRILLA #10;SIN ESPESIFICAR;3,356.00;L15,135.56
BSU01;DISPLAY;DISPLAY TIENDAS;GONDOLAS ;DIS000378;PLATOS DE 3 PIE HOGAR;SIN ESPESIFICAR;446;L37,186.27
BSU01;DISPLAY;DISPLAY TIENDAS;GONDOLAS ;UDIS000332;PIN PARA GONDOLA #10;SIN ESPESIFICAR;867;L11,860.56
BSU01;DISPLAY;DISPLAY TIENDAS;GONDOLAS ;DIS000384;POSTE PARED HOGAR;SIN ESPESIFICAR;472;L55,509.51
BSU01;DISPLAY;DISPLAY TIENDAS;GONDOLAS ;DIS000367;BASES 4FT CUIDADO PERSONAL;SIN ESPESIFICAR;314;L27,074.23
BSU01;DISPLAY;DISPLAY TIENDAS;GONDOLAS ;UDIS000320;BRAZO DE RIEL #10;SIN ESPESIFICAR;197;L17,048.38
BSU01;DISPLAY;DISPLAY TIENDAS;GONDOLAS ;DIS000373;PARED DE 3 PIE CUIDADO PERSONAL;SIN ESPESIFICAR;808;L33,220.65
BSU01;DISPLAY;DISPLAY TIENDAS;GONDOLAS ;DIS000377;PLATOS DE 3 PIE CUIDADO PERSONAL;SIN ESPESIFICAR;125;L5,141.28
BSU01;DISPLAY;DISPLAY TIENDAS;GONDOLAS ;DIS000382;POSTE CENTRO HOGAR ;SIN ESPESIFICAR;352;L24,172.04
BSU01;DISPLAY;DISPLAY TIENDAS;GONDOLAS ;UDIS000275;PLATOS DE 4 PIE CUIDADO PERSONAL;SIN ESPESIFICAR;1,090.00;L76,606.04
BSU01;DISPLAY;DISPLAY TIENDAS;GONDOLAS ;UDIS000281;UÑAS CUIDADO PERSONAL;SIN ESPESIFICAR;3,902.00;L262,994.80
BSU01;DISPLAY;DISPLAY TIENDAS;GONDOLAS ;UDIS000305;BRAZO BARRA #12;SIN ESPESIFICAR;1,330.00;L27,903.40
BSU01;DISPLAY;DISPLAY TIENDAS;GONDOLAS ;UDIS000279;POSTE PARED CUIDADO PERSONAL;SIN ESPESIFICAR;26;L2,177.24
BSU01;DISPLAY;DISPLAY TIENDAS;GONDOLAS ;UDIS000282;UÑAS HOGAR;SIN ESPESIFICAR;1,978.00;L133,317.20
BSU01;DISPLAY;DISPLAY TIENDAS;GONDOLAS ;UDIS000304;BRAZO AUXILIAR #12;SIN ESPESIFICAR;3,476.00;L102,298.68
BSU01;DISPLAY;DISPLAY TIENDAS;GONDOLAS ;UDIS000055;PARED DE 3 PIE CUIDADO PERSONAL;SIN ESPESIFICAR;323;L9,569.26
BSU01;DISPLAY;DISPLAY TIENDAS;GONDOLAS ;UDIS000303;BRAZO AUXILIAR #10;SIN ESPESIFICAR;71;L1,656.43
BSU01;DISPLAY;DISPLAY TIENDAS;GONDOLAS ;DIS000263;BASES DE GONDOLA DE 3FT;SIN ESPESIFICAR;3;L736.91
BSU01;DISPLAY;DISPLAY TIENDAS;GONDOLAS ;UDIS000299;PIN DE PANEL #12;SIN ESPESIFICAR;9,143.00;L133,579.23
BSU01;DISPLAY;DISPLAY TIENDAS;GONDOLAS ;UDIS000278;POSTE CENTRO HOGAR;SIN ESPESIFICAR;54;L7,463.88
BSU01;DISPLAY;DISPLAY TIENDAS;GONDOLAS ;UDIS000280;POSTE PARED HOGAR;SIN ESPESIFICAR;22;L2,709.74
BSU01;DISPLAY;DISPLAY TIENDAS;GONDOLAS ;UDIS000273;PARED DE 4 PIE PARA GONDOLA;SIN ESPESIFICAR;1,751.00;L119,505.75
BSU01;DISPLAY;DISPLAY TIENDAS;GONDOLAS ;UDIS000274;PLATOS DE 3 PIE CUIDADO PERSONAL;SIN ESPESIFICAR;219;L10,115.61
BSU01;DISPLAY;DISPLAY TIENDAS;GONDOLAS ;UDIS000301;BRAZO PARA PANEL #12;SIN ESPESIFICAR;6,003.00;L427,533.66
BSU01;DISPLAY;DISPLAY TIENDAS;GONDOLAS ;UDIS000277;POSTE CENTRO CUIDADO PERSONAL;SIN ESPESIFICAR;75;L5,621.25
BSU01;DISPLAY;DISPLAY TIENDAS;GONDOLAS ;UDIS000276;PLATOS DE 4 PIE HOGAR;SIN ESPESIFICAR;689;L40,473.20
BSU01;DISPLAY;DISPLAY TIENDAS;GONDOLAS ;UDIS000322;BRAZO PARA PARED #12;SIN ESPESIFICAR;131;L2,096.00
BSU01;DISPLAY;DISPLAY TIENDAS;GONDOLAS ;UDIS000297;PIN DE PARRILLA #12;SIN ESPESIFICAR;6,231.00;L29,380.91
BSU01;DISPLAY;DISPLAY TIENDAS;GONDOLAS ;UDIS000300;PIN DE PANEL #14;SIN ESPESIFICAR;304;L3,648.00
BSU01;DISPLAY;DISPLAY TIENDAS;GONDOLAS ;UDIS000292;PIN DE BARRA #10;SIN ESPESIFICAR;10,976.00;L75,514.88
BSU01;DISPLAY;DISPLAY TIENDAS;GONDOLAS ;UDIS000270;BASES PARED CUIDADO PERSONAL;SIN ESPESIFICAR;289;L25,622.74
BSU01;DISPLAY;DISPLAY TIENDAS;GONDOLAS ;UDIS000327;BRAZO RIEL PORTA BARRA #10;SIN ESPESIFICAR;21;L1,007.58
BSU01;DISPLAY;DISPLAY TIENDAS;GONDOLAS ;UDIS000333;POSTE PARED HOGAR ALTO 9FT;SIN ESPESIFICAR;3;L204.00
BSU01;DISPLAY;DISPLAY TIENDAS;SISTEMA DE BARRA;DIS000036;PIN P/BARRA DE 12;JORGE ARMANDO NAJERA GUERRA;18,763.00;L120,824.90
BSU01;DISPLAY;DISPLAY TIENDAS;SISTEMA DE BARRA;DIS000142;BARRA DE ACCESORIO DOBLE UND;SIN ESPESIFICAR;2,005.00;L671,042.36
BSU01;DISPLAY;DISPLAY TIENDAS;SISTEMA DE BARRA;DIS000136;UÑAS P/BARRA ;JORGE ARMANDO NAJERA GUERRA;29,453.00;L752,953.28
BSU01;DISPLAY;DISPLAY TIENDAS;SISTEMA DE BARRA;DIS000031;BRAZOS P/BARRA DE 12;JORGE ARMANDO NAJERA GUERRA;10,330.00;L246,485.58
BSU01;DISPLAY;DISPLAY TIENDAS;SISTEMA DE BARRA;DIS000428;BARRA EN U #2;SIN ESPESIFICAR;28;L3,230.60
BSU01;DISPLAY;DISPLAY TIENDAS;SISTEMA DE BARRA;DIS000128;BRAZOS D/BARRA PORTA BARRA 12;JORGE ARMANDO NAJERA GUERRA;1,498.00;L45,584.98
BSU01;DISPLAY;DISPLAY TIENDAS;SISTEMA DE BARRA;DIS000028;BARRA DE 4 PIES;JORGE ARMANDO NAJERA GUERRA;1,398.00;L85,725.26
BSU01;DISPLAY;DISPLAY TIENDAS;SISTEMA DE BARRA;DIS000427;BARRA EN U #4;SIN ESPESIFICAR;84;L10,789.46
BSU01;DISPLAY;DISPLAY TIENDAS;SISTEMA DE BARRA;DIS000480;BARRA DE 3 PIES;SIN ESPESIFICAR;748;L40,768.72
BSU01;DISPLAY;DISPLAY TIENDAS;SISTEMA DE BARRA;DIS000030;BARRA DE 6 PIES ;JORGE ARMANDO NAJERA GUERRA;1,220.00;L107,873.77
BSU01;DISPLAY;DISPLAY TIENDAS;SISTEMA DE BARRA;DIS000035;PIN P/BARRA DE 10;JORGE ARMANDO NAJERA GUERRA;27,926.00;L165,608.16
BSU01;DISPLAY;DISPLAY TIENDAS;SISTEMA DE BARRA;UDIS000284;BRAZOS D/BARRA PORTA BARRA 12;SIN ESPESIFICAR;45;L1,302.30
BSU01;DISPLAY;DISPLAY TIENDAS;SISTEMA DE BARRA;UDIS000283;BRAZOS D/BARRA PORTA BARRA 10;SIN ESPESIFICAR;1;L28.94
BSU01;DISPLAY;DISPLAY TIENDAS;SISTEMA DE BARRA;UDIS000285;UÑAS P/BARRA ;SIN ESPESIFICAR;1,412.00;L33,930.36
BSU01;DISPLAY;DISPLAY TIENDAS;SISTEMA DE RIELES;DIS000122;BRAZOS D/RIEL PORTA BARRA 12;SIN ESPESIFICAR;2,238.00;L99,296.99
BSU01;DISPLAY;DISPLAY TIENDAS;SISTEMA DE RIELES;DIS000154;PORTA REPISA DE 12 P/RIEL DE 1;SIN ESPESIFICAR;84;L3,359.37
BSU01;DISPLAY;DISPLAY TIENDAS;SISTEMA DE RIELES;DIS000391;BRAZOS P/RIEL DE 10;SIN ESPESIFICAR;830;L71,828.20
BSU01;DISPLAY;DISPLAY TIENDAS;SISTEMA DE RIELES;DIS000041;BRAZOS P/ RIEL DE 12;VARIEDADES OSORIO;3,051.00;L108,805.89
BSU01;DISPLAY;DISPLAY TIENDAS;SISTEMA DE RIELES;DIS000039;RIEL EXTERNO DE 1;JORGE ARMANDO NAJERA GUERRA;1,755.00;L167,557.20
BSU01;DISPLAY;DISPLAY TIENDAS;SISTEMA DE RIELES;UDIS000288;BRAZOS P/RIEL DE 12;SIN ESPESIFICAR;2,586.00;L76,907.64
BSU01;DISPLAY;DISPLAY TIENDAS;SISTEMA DE RIELES;UDIS000291;RIEL EXTERNO;SIN ESPESIFICAR;154;L13,019.16
BSU01;DISPLAY;DISPLAY TIENDAS;SISTEMA DE RIELES;UDIS000206;PORTA REPISA RIEL #12;SIN ESPESIFICAR;2,048.00;L11,354.34
BSU01;DISPLAY;DISPLAY TIENDAS;SISTEMA DE SEGURIDAD;DIS000408;CADENA PARA GONDOLAS ;SIN ESPESIFICAR;556;L5,021.24
BSU01;DISPLAY;DISPLAY TIENDAS;SISTEMA DE SEGURIDAD;DIS000082;IMAN DESPRENDEDOR DE SEGURIDAD;SIN ESPESIFICAR;114;L156,065.72
BSU01;DISPLAY;DISPLAY TIENDAS;SISTEMA DE SEGURIDAD;UDIS000325;ALARMA PARA ROPA;SIN ESPESIFICAR;113,199.00;L97,351.14
BSU01;DISPLAY;DISPLAY TIENDAS;SISTEMA DE SEGURIDAD;DIS000405;FAJA PARA CONJUNTO ;SIN ESPESIFICAR;1,374.00;L1,162.61
BSU01;DISPLAY;DISPLAY TIENDAS;SISTEMA DE SEGURIDAD;DIS000310;ALARMA COMPLETA RADIO FRECUENCIA;SIN ESPESIFICAR;107,330.00;L122,182.33
BSU01;DISPLAY;DISPLAY TIENDAS;SISTEMA DE SEGURIDAD;DIS000311;ALARMA PARA CALZADO RADIO FRECUENCIA;SIN ESPESIFICAR;81,574.00;L211,195.09
BSU01;DISPLAY;DISPLAY TIENDAS;SISTEMA DE SEGURIDAD;DIS000084;EXHIBIDOR DE COLLARIN DE VIAJE;SIN ESPESIFICAR;5;L12,464.62
BSU01;DISPLAY;DISPLAY TIENDAS;SISTEMA DE SEGURIDAD;UDIS000290;LOCKER;SIN ESPESIFICAR;41;L323,156.26
BSU01;DISPLAY;DISPLAY TIENDAS;SISTEMA DE SEGURIDAD;DIS000088;(PLANCHA) DESACTIVADORA SENSORMATIC ;SIN ESPESIFICAR;56;L65,267.19
BSU01;DISPLAY;DISPLAY TIENDAS;SISTEMA DE SEGURIDAD;DIS000308;PIN SOLO PARA ALARMA;SIN ESPESIFICAR;68,419.00;L12,708.15
BSU01;DISPLAY;DISPLAY TIENDAS;SISTEMA DE SEGURIDAD;DIS000510;LOCKER LINEA DOBLE;SIN ESPESIFICAR;5;L36,325.30
BSU01;DISPLAY;DISPLAY TIENDAS;SISTEMA DE SEGURIDAD;DIS000509;LOCKER LINEA TRIPLE;SIN ESPESIFICAR;6;L61,297.97
BSU01;DISPLAY;DISPLAY TIENDAS;SISTEMA DE SEGURIDAD;UDIS000339;EXHIBIDOR DE COLLARIN HECHIZO;SIN ESPESIFICAR;3;L1,933.50
BSU01;DISPLAY;DISPLAY TIENDAS;SISTEMA DE SEGURIDAD;DIS000523;LOCKER SENCILLO USAR ;SIN ESPESIFICAR;3;L32,823.17
BSU01;DISPLAY;DISPLAY TIENDAS;PLATOS-GONDOLAS;DIS000345;PLATOS DE 4 PIE HOGAR ;SIN ESPESIFICAR;2,025.00;L77,182.25
BSU01;DISPLAY;DISPLAY TIENDAS;PLATOS-GONDOLAS;DIS000487;PARED DE GONDOLA 2.5;SIN ESPESIFICAR;368;L18,692.37
BSU01;DISPLAY;DISPLAY TIENDAS;PLATOS-GONDOLAS;DIS000409;SOPORTE PARA RETRATERA O PLATO ;SIN ESPESIFICAR;32;L59.62
BSU01;DISPLAY;DISPLAY TIENDAS;PLATOS-GONDOLAS;DIS000486;BASE DE GONDOLA 2.5;SIN ESPESIFICAR;59;L2,995.99
BSU01;DISPLAY;DISPLAY TIENDAS;PLATOS-GONDOLAS;DIS000485;PLATO DE  GONDOLA 2.5;SIN ESPESIFICAR;474;L24,068.06
BSU01;DISPLAY;DISPLAY TIENDAS;SISTEMA DE PARRILLAS;DIS000042;PARRILLAS DE 7 PIES;VARIEDADES OSORIO;289;L152,387.54
BSU01;DISPLAY;DISPLAY TIENDAS;SISTEMA DE PARRILLAS;DIS000050;PINES DE PARRILLA DE 10;SIN ESPESIFICAR;256;L1,153.47
BSU01;DISPLAY;DISPLAY TIENDAS;SISTEMA DE PARRILLAS;DIS000051;PINES DE PARRILLA DE 12;SIN ESPESIFICAR;4,134.00;L25,858.29
BSU01;DISPLAY;DISPLAY TIENDAS;SISTEMA DE PARRILLAS;DIS000135;BARRA ACCESORIO SENCILLO UND;SIN ESPESIFICAR;822;L568,775.99
BSU01;DISPLAY;DISPLAY TIENDAS;SISTEMA DE PARRILLAS;DIS000044;BRAZOS P/PARRILLA DE 12;JORGE ARMANDO NAJERA GUERRA;3,445.00;L76,336.86
BSU01;DISPLAY;DISPLAY TIENDAS;SISTEMA DE PARRILLAS;UDIS000287;BRAZOS P/PARRILLA DE 12;SIN ESPESIFICAR;773;L17,145.14
BSU01;DISPLAY;DISPLAY TIENDAS;SISTEMA DE PANEL;UDIS000286;PINES P/PANEL DE 10;SIN ESPESIFICAR;2,602.00;L26,020.00
BSU01;ELECTRONICA;EQUIPO COMPUTO;ACCESORIOS TECNOLOGICOS;AAC000346;CONTROL UNIVERSAL A/C;DANILOS STORE SA;4;L634.78
BSU01;ELECTRONICA;EQUIPO COMPUTO;ACCESORIOS TECNOLOGICOS;AAC000442;VENTILADOR ORO CON 3 TONOS LUZ ;SOLUCIONES INTELIGENTES S.A DE C.V;3;L9,652.50
BSU01;ELECTRONICA;EQUIPO COMPUTO;ACCESORIOS TECNOLOGICOS;ELE000044;TAPA PLASTICA 1 PUERTO BLANCA USAR;FELIPE ANTONIO GONZALEZ MADRID;28;L532.00
BSU01;ELECTRONICA;EQUIPO COMPUTO;ACCESORIOS TECNOLOGICOS;ELE000059;PRINT SERVER TP LINK TL-PS11OU USB;SIN ESPESIFICAR;4;L5,217.40
BSU01;ELECTRONICA;EQUIPO COMPUTO;ACCESORIOS TECNOLOGICOS;ELE000288;ESCANER CODIGO DE BARRA 3NSTAR USAR;FELIPE ANTONIO GONZALEZ MADRID;14;L10,997.25
BSU01;ELECTRONICA;EQUIPO COMPUTO;ACCESORIOS TECNOLOGICOS;ELE000305;MICROFONO INALAMBRICO D/MANO;ALMACEN EL PAJARO AZUL S.A DE C.V;2;L8,360.00
BSU01;ELECTRONICA;EQUIPO COMPUTO;ACCESORIOS TECNOLOGICOS;ELE000332;POWER SUPLY DELL;SIN ESPESIFICAR;2;L1,382.70
BSU01;ELECTRONICA;EQUIPO COMPUTO;ACCESORIOS TECNOLOGICOS;ELE000382;ROUTER RB750GR3 MIKROTIK;FELIPE ANTONIO GONZALEZ MADRID;3;L4,680.00
BSU01;ELECTRONICA;EQUIPO COMPUTO;ACCESORIOS TECNOLOGICOS;ELE000388;MAGUERA ESPIRAL PLASTICA 15MMX10M usar;SIN ESPESIFICAR;10;L540.35
BSU01;ELECTRONICA;EQUIPO COMPUTO;ACCESORIOS TECNOLOGICOS;ELE000396;CASH DRAWER NEGRO (CAJA REGISTRADORA)   ;SISTEMAS INFORMATICOS ADMINISTRATIVOS S. DE R.L.;7;L8,513.14
BSU01;ELECTRONICA;EQUIPO COMPUTO;ACCESORIOS TECNOLOGICOS;ELE000434;CABLE DISPLAY PORT  TO DISPLAY PORT 6F;FELIPE ANTONIO GONZALEZ MADRID;11;L1,824.17
BSU01;ELECTRONICA;EQUIPO COMPUTO;ACCESORIOS TECNOLOGICOS;ELE000439;BATERIA CR2032 MOTHERBOARD     USAR ;ALMACEN EL PAJARO AZUL S.A DE C.V;5;L175.00
BSU01;ELECTRONICA;EQUIPO COMPUTO;ACCESORIOS TECNOLOGICOS;ELE000441;REPRODUCTOR USB/SD/FM                   ;ALMACEN EL PAJARO AZUL S.A DE C.V;5;L2,803.12
BSU01;ELECTRONICA;EQUIPO COMPUTO;ACCESORIOS TECNOLOGICOS;ELE000580;PASTA TERMICA GRIS EN JERINGA ;FELIPE ANTONIO GONZALEZ MADRID;4;L1,260.00
BSU01;ELECTRONICA;EQUIPO COMPUTO;ACCESORIOS TECNOLOGICOS;ELE000725;CABLE UTP INTERIOR CAT6 ;GYS DISTRIBUIDORA S.A. DE .C.V.;6;L6,792.93
BSU01;ELECTRONICA;EQUIPO COMPUTO;ACCESORIOS TECNOLOGICOS;ELE000726;CABLE UTP INTERIOR CAT5 AZUL PANDUIT;FELIPE ANTONIO GONZALEZ MADRID;5;L11,500.00
BSU01;ELECTRONICA;EQUIPO COMPUTO;ACCESORIOS TECNOLOGICOS;ELE000769;TELEVISOR LED SAMSUNG 55 UHD 4K SMAT/BLUETOO/HDMI/;DISTRIBUCIONES UNIVERSALES S.A. DE C.V.;2;L21,380.00
BSU01;ELECTRONICA;EQUIPO COMPUTO;ACCESORIOS TECNOLOGICOS;ELE000798;CARGADOR LENOVO 135W PUNTA CUADRADA;ASESORIA Y DESARROLLO DE SISTEMAS, S.A. DE C.V.;1;L1,850.00
BSU01;ELECTRONICA;EQUIPO COMPUTO;ACCESORIOS TECNOLOGICOS;ELE000804;AMP. P/ PERIFONEO C/ REP BT/USB/SD/MP3 12VD;VICTOR MANUEL ZELAYA VEGA;1;L1,100.00
BSU01;ELECTRONICA;EQUIPO COMPUTO;ACCESORIOS TECNOLOGICOS;ELE000818;INYECTOR POE 15W PARA U6;FELIPE ANTONIO GONZALEZ MADRID;1;L422.50
BSU01;ELECTRONICA;EQUIPO COMPUTO;ACCESORIOS TECNOLOGICOS;ELE000881;SOPORTE P/TV CHINO/MONITOR;SIN ESPESIFICAR;2;L601.99
BSU01;ELECTRONICA;EQUIPO COMPUTO;ACCESORIOS TECNOLOGICOS;ELE000960;MEDIA CONVERTER DE 100/1000BASE-T A SFP;FELIPE ANTONIO GONZALEZ MADRID;1;L1,100.00
