Sucursal;Division;Categoria;Grupo;Producto;ProdNombre;Proveedor;SALDOUNDTOTAL; Total Costo Und.
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;CON009929;CODO 1/2 X 90 AGUA CALIENTE CPVC;SIN ESPESIFICAR;13;L102.18
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;CON009927;ADAPTADOR MACHO 3/4 AGUA CALIENTE CPVC;SIN ESPESIFICAR;6;L55.20
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;CON009931;TEE 3/4 AGUA CALIENTE CPVC;SIN ESPESIFICAR;2;L19.30
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;CON009921;CAJA DE HERRAMIENTAS 44X33X30.2 CM CHINA 2026;SIN ESPESIFICAR;72;L83,923.09
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;CON009930;CODO 1/2 X 45 AGUA CALIENTE CPVC;SIN ESPESIFICAR;7;L60.20
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;CON009924;TAPON C/ROSCA 1/2 PVC;SIN ESPESIFICAR;28;L280.00
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;CON009928;CODO 3/4 X 45 AGUA CALIENTE CPVC;SIN ESPESIFICAR;5;L45.00
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;CON009932;ADAPTADOR HEMBRA 3/4 AGUA CALIENTE CPVC ;SIN ESPESIFICAR;6;L89.70
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;CON009922;ADAPTADOR HEMBRA PVC #4;SIN ESPESIFICAR;3;L177.00
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;CON009926;UNION 3/4 AGUA CALIENTE CPVC;SIN ESPESIFICAR;10;L96.40
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;CON001146;ESCALERA DE ALUMINIO DE 4;AGENCIA LA MUNDIAL S.A DE C.V;1;L1,266.72
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;CON002370;TACO METALICO  M8X65MM;FERRETERIA EL BARATILLO S.A;2;L15.65
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;CON006202;"ESCALERA D/MANO 4"" CHINA 2024";SIN ESPESIFICAR;1;L462.48
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;CON001157;PISTOLA P/ SILICON PARA SIKAFLEX;CENTRO FERRETERO TORNIFESA S. DE R.L DE C.V.;5;L825.00
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;CON004748;RODILLO EPOXICO ;DISTRIBUIDORA DE MATERIALES S. DE R.L. DE C.V.;5;L354.40
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;CON009946;GARRUCHA ELECTRICA TRUPER 800KG POLE-800 16847;AGENCIA GLOBAL;1;L6,281.00
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;CON003934;REP CUCHILLA TAPICERO 10 PC TOTAL USAR ;AGENCIA LA MUNDIAL S.A DE C.V;6;L61.98
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;CON009952;RODO FIJO 125X32;AGENCIA LA MUNDIAL S.A DE C.V;2;L306.60
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;CON009953;RODO GIRATORIO 125X500;AGENCIA LA MUNDIAL S.A DE C.V;2;L756.74
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;CON009988;FILTRO AIRE P/ASPIRADORA AMARILLO;TORNILLOS Y SERVICIOS MULTIPLES LACAST S.A DE C.V;1;L600.00
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;CON006607;FILTRO P/ASPIRADORA STANLEY;TORNILLOS Y SERVICIOS MULTIPLES LACAST S.A DE C.V;1;L513.05
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;CON009991;LLAVES ALLEN 9PC TOTAL TH106191;AGENCIA LA MUNDIAL S.A DE C.V;1;L58.94
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;CON009581;COMBO TALADRO+ATORNIL 20V 2B DW XR;AGENCIA LA MUNDIAL S.A DE C.V;1;L13,010.40
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;CON006696;CAPOTE TALLA M ;AGENCIA LA MUNDIAL S.A DE C.V;1;L268.26
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;CON010003;"UNION P/CADENA 3/8"" AEC.INOX";ALEJANDRO NAPOLEON LARACH LARACH;1;L82.71
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;CON009903;ANTENA MASTER CRW 700 AM;INVERSIONES CRE, S. DE R.L. DE C.V.;2;L49,565.22
BSU01;CONSTRUCCION;HERRAMIENTAS;MAQUINARIA;CON003073;CUERPO DE ACELERACION DE GENERADOR GENERAC DE 22KW;BOMBAS Y MOTORES DE HONDURAS S.A DE C.V.;1;L12,497.59
BSU01;CONSTRUCCION;HERRAMIENTAS;MAQUINARIA;CON004259;MOTOR DE ARRANQUE GENERADOR;BOMBAS Y MOTORES DE HONDURAS S.A DE C.V.;1;L11,937.20
BSU01;CONSTRUCCION;HERRAMIENTAS;MAQUINARIA;CON006714;LAVADORA 25KG 25F/25;SIN ESPESIFICAR;1;L92,269.11
BSU01;CONSTRUCCION;HERRAMIENTAS;MAQUINARIA;CON006715;LAVADORA 20KG 25F/20 CHINA 2024;SIN ESPESIFICAR;2;L157,682.13
BSU01;CONSTRUCCION;HERRAMIENTAS;MAQUINARIA;CON006716;LAVADORA 25KG Y-HG-25/25 CHINA 2024;SIN ESPESIFICAR;2;L131,753.21
BSU01;CONSTRUCCION;HERRAMIENTAS;MAQUINARIA;CON006717;SECADORA 20KG C/CONTROLADOR CHINA 2024;SIN ESPESIFICAR;1;L75,300.13
BSU01;CONSTRUCCION;HERRAMIENTAS;MAQUINARIA;CON009751;CARBURADOR P/GENERADOR 188F KJ5000-KJ8000 13HP ;METROCENTRO FERRETERIA & ALMACENES SA DE CV;4;L4,356.20
BSU01;CONSTRUCCION;HERRAMIENTAS;MAQUINARIA;ELE002305;ASENSOR PANORAMICO P/PERSONAS 1000KG TOCOA #1.;JOYLIVE ELEVATOR CO., LTD;1;L511,990.74
BSU01;CONSTRUCCION;HERRAMIENTAS;MAQUINARIA;USA000096;USADO EXTRACTOR DE 12X12;SIN ESPESIFICAR;1;L150.00
BSU01;CONSTRUCCION;HERRAMIENTAS;MAQUINARIA;CON002611;SIERRA CINTA PARA MADERA 10MMX0.025;FERRETERIA ZUMMAR S.A DE C.V.;20;L691.20
BSU01;CONSTRUCCION;HERRAMIENTAS;TORNILLERIA;CON000002;TORNILLO MARIPOSA 3/16X3 USAR;TORNILLOS Y SERVICIOS MULTIPLES LACAST S.A DE C.V;1,162.00;L8,083.45
BSU01;CONSTRUCCION;HERRAMIENTAS;TORNILLERIA;CON000004;"TORNILLO P/TABLA YESO DE 2"" P/F";TORNILLOS Y SERVICIOS MULTIPLES LACAST S.A DE C.V;10;L4.00
BSU01;CONSTRUCCION;HERRAMIENTAS;TORNILLERIA;CON000026;"TORNILLO P/TABLA YESO PUNTA BROCA 1"" USAR ";RAMIRO CARDENAS/PROYECTOS;509;L160.46
BSU01;CONSTRUCCION;HERRAMIENTAS;TORNILLERIA;CON000030;"TORNILLO P/TECHO P/BROCA D 2 1/2""";TORNILLOS Y SERVICIOS MULTIPLES LACAST S.A DE C.V;1,560.00;L2,970.69
BSU01;CONSTRUCCION;HERRAMIENTAS;TORNILLERIA;CON000031;"TORNILLO P/TECHO PUNTA BROCA DE 2 "" USAR";CENTRO FERRETERO TORNIFESA S. DE R.L DE C.V.;1,000.00;L790.73
BSU01;CONSTRUCCION;HERRAMIENTAS;TORNILLERIA;CON000047;GOLOSO C/REDON M12X3;TORNILLOS Y SERVICIOS MULTIPLES LACAST S.A DE C.V;296;L772.40
BSU01;CONSTRUCCION;HERRAMIENTAS;TORNILLERIA;CON000063;TORNILLO P/TECHO PUNTA BROCA DE 1 USAR;TORNILLOS Y SERVICIOS MULTIPLES LACAST S.A DE C.V;16;L18.51
BSU01;CONSTRUCCION;HERRAMIENTAS;TORNILLERIA;CON000078;TORNILLO P/BROCA DE 1/4;JOCSAN RUEDA/PROYECTO;17;L34.81
BSU01;CONSTRUCCION;HERRAMIENTAS;TORNILLERIA;CON000085;TORNILLO METAL 12X13/4 PLANA PHILLIPS;SIN ESPESIFICAR;1,067.00;L832.26
BSU01;CONSTRUCCION;HERRAMIENTAS;TORNILLERIA;CON001114;TORNILLO CONICO DE 2;LA PERLA DEL COLOR S DE R.L.;43;L34.32
BSU01;CONSTRUCCION;HERRAMIENTAS;TORNILLERIA;CON001351;TORNILLO P/TECHO PUNTA BROCA DE 1-1/2 USAR;CENTRO FERRETERO TORNIFESA S. DE R.L DE C.V.;207;L157.49
BSU01;CONSTRUCCION;HERRAMIENTAS;TORNILLERIA;CON001499;TORNILLO AVELLANADO PHILLIPS 3X14    ;DANILO GARCIA/PROYECTOS;184;L699.20
BSU01;CONSTRUCCION;HERRAMIENTAS;TORNILLERIA;CON002763;TORNILLO TABLA YESO PUNTA FINA 3/4X6 ;TORNILLOS Y SERVICIOS MULTIPLES LACAST S.A DE C.V;169;L40.56
BSU01;CONSTRUCCION;HERRAMIENTAS;TORNILLERIA;CON003117;GOLOSO CONICO M8;LA PERLA DEL COLOR S DE R.L.;9;L5.76
BSU01;CONSTRUCCION;HERRAMIENTAS;TORNILLERIA;CON003975;GOLOSO P/TAPIZ 6X2 P/BROCA;TORNILLOS Y SERVICIOS MULTIPLES LACAST S.A DE C.V;576;L375.67
BSU01;CONSTRUCCION;HERRAMIENTAS;TORNILLERIA;CON003976;GOLOSO CONICO M14X4;LA PERLA DEL COLOR S DE R.L.;187;L1,402.50
BSU01;CONSTRUCCION;HERRAMIENTAS;TORNILLERIA;CON003977;GOLOSO CONICO M14X 1 1/2;LA PERLA DEL COLOR S DE R.L.;1,972.00;L8,913.58
BSU01;CONSTRUCCION;HERRAMIENTAS;TORNILLERIA;CON004050;GOLOSO FRIJOLITO GALV. P/FINA;FERRETERIA EL BARATILLO S.A;31;L8.09
BSU01;CONSTRUCCION;HERRAMIENTAS;TORNILLERIA;CON004126;GOLOSO CONICO M14X2;TORNILLOS Y SERVICIOS MULTIPLES LACAST S.A DE C.V;86;L98.90
BSU01;CONSTRUCCION;HERRAMIENTAS;TORNILLERIA;CON004512;TORNILLO 2 1/2 P/B;MADERAS Y SUMINISTROS OSEGUERA, S.A.;28;L43.84
BSU01;CONSTRUCCION;HERRAMIENTAS;TORNILLERIA;CON004667;TORNILLO GOLOSO FLAT GALV P/F 8X3;TORNILLOS Y SERVICIOS MULTIPLES LACAST S.A DE C.V;858;L753.58
BSU01;CONSTRUCCION;HERRAMIENTAS;TORNILLERIA;CON005088;TORNILLO TABLA YESO 6X1-1/2 PUNTA FINA ;TORNILLOS Y SERVICIOS MULTIPLES LACAST S.A DE C.V;1,282.00;L436.38
BSU01;CONSTRUCCION;HERRAMIENTAS;TORNILLERIA;CON006007;TORNILLO FRIJOLITO 7X7/16 P/BROCA;TORNILLOS Y SERVICIOS MULTIPLES LACAST S.A DE C.V;3,477.00;L1,044.98
BSU01;CONSTRUCCION;HERRAMIENTAS;TORNILLERIA;CON006044;TORNILLO TABLA YESO R/GP/F 8X2;TORNILLOS Y SERVICIOS MULTIPLES LACAST S.A DE C.V;80;L104.34
BSU01;CONSTRUCCION;HERRAMIENTAS;TORNILLERIA;CON006067;TORNILLO GOLOSO GALV-P/F. 8X3/4;TORNILLOS Y SERVICIOS MULTIPLES LACAST S.A DE C.V;148;L23.68
BSU01;CONSTRUCCION;HERRAMIENTAS;TORNILLERIA;CON006116;"TORNILLO TAPICERO PUNTA BROCA GALV 1/2"" USAR";TORNILLOS Y SERVICIOS MULTIPLES LACAST S.A DE C.V;570;L158.58
BSU01;CONSTRUCCION;HERRAMIENTAS;TORNILLERIA;CON006117;TORNILLO TABLA YESO PUNTA FINA 6X1;TORNILLOS Y SERVICIOS MULTIPLES LACAST S.A DE C.V;3,795.00;L759.00
BSU01;CONSTRUCCION;HERRAMIENTAS;TORNILLERIA;CON006118;TORNILLO TABLA YESO PUNTA FINA  6X1-1/4;TORNILLOS Y SERVICIOS MULTIPLES LACAST S.A DE C.V;1,350.00;L295.64
BSU01;CONSTRUCCION;HERRAMIENTAS;TORNILLERIA;CON006119;TORNILLO TABLA YESO  P/F 6X2;ANGEL ANTONIO SPEED LARA;1,682.00;L560.34
BSU01;CONSTRUCCION;HERRAMIENTAS;TORNILLERIA;CON006120;TORNILLO GOLOSO FLAT GALV. 8X2 P/F;CENTRO FERRETERO TORNIFESA S. DE R.L DE C.V.;1,862.00;L954.59
BSU01;CONSTRUCCION;HERRAMIENTAS;TORNILLERIA;CON006168;TORNILLO TABLA YESO P/BROCA 2;RICARDO JESUS BENDECK TURCIOS;1,251.00;L500.40
BSU01;CONSTRUCCION;HERRAMIENTAS;TORNILLERIA;CON006195;TORNILLO GOLOSO FLAT. GALV. P/F 8X5/8 CARPINTERIA ;CENTRO FERRETERO TORNIFESA S. DE R.L DE C.V.;16,041.00;L4,905.50
BSU01;CONSTRUCCION;HERRAMIENTAS;TORNILLERIA;CON006275;TACO METAL C/PERNO M12X80MM;AGENCIA LA MUNDIAL S.A DE C.V;3;L87.51
BSU01;CONSTRUCCION;HERRAMIENTAS;TORNILLERIA;CON006315;TORNILLO PARA MADERA  8X1 P/F R/G CARPINTERIA;TORNILLOS Y SERVICIOS MULTIPLES LACAST S.A DE C.V;3,000.00;L860.70
BSU01;CONSTRUCCION;HERRAMIENTAS;TORNILLERIA;CON006388;TORNILLO TAPIZ GALV. P/B 8X1 ;RICARDO JESUS BENDECK TURCIOS;1,194.00;L603.75
BSU01;CONSTRUCCION;HERRAMIENTAS;TORNILLERIA;CON006389;TORNILLO TAPIZ GALV. P/B 1 1/2 PULG USAR ;TORNILLOS Y SERVICIOS MULTIPLES LACAST S.A DE C.V;1,000.00;L643.40
BSU01;CONSTRUCCION;HERRAMIENTAS;TORNILLERIA;CON006390;TORNILLO GOLOSO GALV P/F 12X2 (S8) ;CENTRO FERRETERO TORNIFESA S. DE R.L DE C.V.;4,553.00;L3,757.82
BSU01;CONSTRUCCION;HERRAMIENTAS;TORNILLERIA;CON006403;TORNILLO HEX-INOX M12X20;TORNILLOS Y SERVICIOS MULTIPLES LACAST S.A DE C.V;9;L594.72
BSU01;CONSTRUCCION;HERRAMIENTAS;TORNILLERIA;CON006426;EXTENSION P/MANERAL 1/2;AGENCIA LA MUNDIAL S.A DE C.V;2;L165.75
BSU01;CONSTRUCCION;HERRAMIENTAS;TORNILLERIA;CON006612;TORNILLO HEXAGONAL GALV 3/8 X 1-1/2;TORNILLOS Y SERVICIOS MULTIPLES LACAST S.A DE C.V;27;L161.46
BSU01;CONSTRUCCION;HERRAMIENTAS;TORNILLERIA;CON006891;TORNILLO GOLOSO 12X2-1/2;ANGEL ANTONIO SPEED LARA;112;L100.38
BSU01;CONSTRUCCION;HERRAMIENTAS;TORNILLERIA;CON008125;TORNILLO ESTUFA PAN GALV. 3/16X4 + TUERCA;TORNILLOS Y SERVICIOS MULTIPLES LACAST S.A DE C.V;800;L2,643.44
BSU01;CONSTRUCCION;HERRAMIENTAS;TORNILLERIA;CON008357;BROCA ROUTER 1/4;TORNILLOS Y SERVICIOS MULTIPLES LACAST S.A DE C.V;8;L2,295.68
BSU01;CONSTRUCCION;HERRAMIENTAS;TORNILLERIA;CON008376;TORNILLO GOLOSO PAN 10X2;RAMIRO CARDENAS/PROYECTOS;198;L346.79
BSU01;CONSTRUCCION;HERRAMIENTAS;TORNILLERIA;CON009085;BROCA PLANA 1/2;TORNILLOS Y SERVICIOS MULTIPLES LACAST S.A DE C.V;2;L86.95
BSU01;CONSTRUCCION;HERRAMIENTAS;TORNILLERIA;CON009166;TORNILLO PARA MADERA  8X1-1/4 R/G P/F CARPINTERIA ;TORNILLOS Y SERVICIOS MULTIPLES LACAST S.A DE C.V;4,828.00;L1,801.52
BSU01;CONSTRUCCION;HERRAMIENTAS;TORNILLERIA;CON009244;TORNILLO TABLA YESO R/F - P/F 6X1;TORNILLOS Y SERVICIOS MULTIPLES LACAST S.A DE C.V;23;L4.14
BSU01;CONSTRUCCION;HERRAMIENTAS;TORNILLERIA;CON009247;CERRADURA P/ARCHIVO C/LENGUETA ;PAPER DEPOT S.A DE C.V;14;L518.00
BSU01;CONSTRUCCION;HERRAMIENTAS;TORNILLERIA;CON009495;ESPANSOR MARIPOSA P/TABLA YESO;TORNILLOS Y SERVICIOS MULTIPLES LACAST S.A DE C.V;50;L58.00
BSU01;CONSTRUCCION;HERRAMIENTAS;TORNILLERIA;CON009521;ARANDELA FENDER INOX 5/16X1;CENTRO FERRETERO TORNIFESA S. DE R.L DE C.V.;398;L1,194.00
BSU01;CONSTRUCCION;HERRAMIENTAS;TORNILLERIA;CON009815;BROCA CONCRETO 1/4X4X6 SDSPLUS;AGENCIA LA MUNDIAL S.A DE C.V;4;L271.24
BSU01;CONSTRUCCION;HERRAMIENTAS;TORNILLERIA;CON003928;GOLOSO P/TAPIZ 6X1/2 P/FINA;LA PERLA DEL COLOR S DE R.L.;109;L28.34
BSU01;CONSTRUCCION;HERRAMIENTAS;TORNILLERIA;CON004582;GOLOSO FRIJOLITO GALV. P/FINA 7X7/16;TORNILLOS Y SERVICIOS MULTIPLES LACAST S.A DE C.V;849;L186.32
BSU01;CONSTRUCCION;HERRAMIENTAS;TORNILLERIA;CON004946;TORNILLO GOLOSO FLAT P/F-GALV. 6X1-1/2 CARPINTERIA;TORNILLOS Y SERVICIOS MULTIPLES LACAST S.A DE C.V;91;L30.12
BSU01;CONSTRUCCION;HERRAMIENTAS;TORNILLERIA;CON006753;ORNILLO GOLOSO FLAT GALV P/F 8X2-1/2;TORNILLOS Y SERVICIOS MULTIPLES LACAST S.A DE C.V;7;L6.86
BSU01;CONSTRUCCION;HERRAMIENTAS;TORNILLERIA;CON009190;CUÑA PLASTICA NIVELADOR D/CERÁMICA (100 PZ);CENTRO FERRETERO TORNIFESA S. DE R.L DE C.V.;1;L142.00
BSU01;CONSTRUCCION;HERRAMIENTAS;TORNILLERIA;CON009310;BROCA SDS 5/16 P/TALADRO IMPACTO USAR E.C;AGENCIA LA MUNDIAL S.A DE C.V;1;L115.91
BSU01;CONSTRUCCION;HERRAMIENTAS;TORNILLERIA;CON006423;TORNILLO GOLOSO FLAT GALV 8X1-1/2 P/F;TORNILLOS Y SERVICIOS MULTIPLES LACAST S.A DE C.V;800;L347.76
BSU01;CONSTRUCCION;HERRAMIENTAS;TORNILLERIA;CON002933;TORNILLO TABLA YESO P/ BROCA 7/16X7;MADERAS Y SUMINISTROS OSEGUERA, S.A.;231;L91.31
BSU01;CONSTRUCCION;HERRAMIENTAS;TORNILLERIA;CON009945;DESLIZADOR 7/16X2;TORNILLOS Y SERVICIOS MULTIPLES LACAST S.A DE C.V;30;L1,617.40
BSU01;CONSTRUCCION;MADERA;MADERA;CAR000329;TAPACANTO NEGRO  19MMX0.40MM;MADECENTER HONDURAS S.A.;300;L3,130.44
BSU01;CONSTRUCCION;MADERA;MADERA;CAR003103;TAPACANTO NEGRO  33X0.45MM;MADECENTER HONDURAS S.A.;200;L4,869.57
BSU01;CONSTRUCCION;MADERA;MADERA;CAR000324;CUARTON 2X4X10;DAYSI SANTOS RUBIO;2;L559.00
BSU01;CONSTRUCCION;MATERIALES;ACCESORIOS BOMBAS AGUA ;CON004361;BOMBA GOULDS JET HSJ20NS 2HP;BOMBAS Y MOTORES DE HONDURAS S.A DE C.V.;1;L23,867.75
BSU01;CONSTRUCCION;MATERIALES;ACCESORIOS DE GENERADORES;CON001568;FILTRO AIRE GENERAC GP15000/GP17500;BOMBAS Y MOTORES DE HONDURAS S.A DE C.V.;16;L20,647.95
BSU01;CONSTRUCCION;MATERIALES;ACCESORIOS DE GENERADORES;CON001706;FILTRO GAS RECTO ABRO FF-246-MM GENERADOR;SUPER REPUESTOS HONDURAS, S.A. DE C.V.;15;L1,843.12
BSU01;CONSTRUCCION;MATERIALES;ACCESORIOS DE GENERADORES;CON001710;FILTRO DE GASOLINA P / GENERADOR;SUPER REPUESTOS HONDURAS, S.A. DE C.V.;1;L129.61
BSU01;CONSTRUCCION;MATERIALES;ACCESORIOS DE GENERADORES;CON001723;CANDELA (BUJIA) GENERADOR USAR;SUPER REPUESTOS HONDURAS, S.A. DE C.V.;22;L2,290.08
BSU01;CONSTRUCCION;MATERIALES;ACCESORIOS DE GENERADORES;CON001870;ADAPTADOR HC 002 110V 50/60;SIN ESPESIFICAR;1;L0.00
BSU01;CONSTRUCCION;MATERIALES;ACCESORIOS DE GENERADORES;CON003927;GENERADOR 30KVA-GF3 CHINO 2025 (24KVA);SIN ESPESIFICAR;1;L148,719.61
BSU01;CONSTRUCCION;MATERIALES;ACCESORIOS DE GENERADORES;CON004092;FILTRO DE AIRE PARA GENERADOR GENERAC 10234;SUPER REPUESTOS HONDURAS, S.A. DE C.V.;6;L491.82
BSU01;CONSTRUCCION;MATERIALES;ACCESORIOS DE GENERADORES;CON004093;FILTRO DE ACEITE PARA GENERADOR DEWALT  PH7317;SUPER REPUESTOS HONDURAS, S.A. DE C.V.;5;L1,105.22
BSU01;CONSTRUCCION;MATERIALES;ACCESORIOS DE GENERADORES;CON004464;MANGUERA GAS 5/16 (GENERADOR);SUPER REPUESTOS HONDURAS, S.A. DE C.V.;75;L4,106.25
BSU01;CONSTRUCCION;MATERIALES;ACCESORIOS DE GENERADORES;CON004932;GENERADOR 100KVA-GF3 CHINO 2025;SIN ESPESIFICAR;4;L1,022,739.19
BSU01;CONSTRUCCION;MATERIALES;ACCESORIOS DE GENERADORES;CON006614;FILTRO GRANDE P/GENERADOR VORTECK 18KWA23KV ACEITE;SYCOM S.A. DE C.V.;5;L1,521.75
BSU01;CONSTRUCCION;MATERIALES;ACCESORIOS DE GENERADORES;CON009710;GENERADOR 300 KVA-GF3 CHINO 2026;SIN ESPESIFICAR;1;L585,157.26
BSU01;CONSTRUCCION;MATERIALES;ACCESORIOS DE GENERADORES;CON009897;FLOTE PARA COMBISTIBLE PARA GENERADOR ;SIN ESPESIFICAR;57;L4,708.20
BSU01;CONSTRUCCION;MATERIALES;ACCESORIOS DE GENERADORES;CON009898;TABLERO DE CONTROL PARA GENERADOR ;SIN ESPESIFICAR;1;L1,200.00
BSU01;CONSTRUCCION;MATERIALES;ACCESORIOS DE GENERADORES;CON009899;FILTRO DE ACEITE PARA GENERADOR 100KVA ;SIN ESPESIFICAR;6;L900.00
BSU01;CONSTRUCCION;MATERIALES;ACCESORIOS DE GENERADORES;CON009900;FILTRO PARA GENERADOR  20-25 KVA ;SIN ESPESIFICAR;23;L2,530.00
BSU01;CONSTRUCCION;MATERIALES;ACCESORIOS DE GENERADORES;CON009901;FILTRO PARA GENERADOR 30-50KVA ;SIN ESPESIFICAR;9;L1,035.00
BSU01;CONSTRUCCION;MATERIALES;ACCESORIOS DE GENERADORES;SEL001907;ORIGINAL DC92DR MEBAY GENERADOR RS485 AMZ;AMAZON (USA);1;L9,727.37
BSU01;CONSTRUCCION;MATERIALES;ACCESORIOS DE GENERADORES;CON008099;GENERADOR 150KVA-GF3 CHINO 2025;SIN ESPESIFICAR;1;L334,461.18
BSU01;CONSTRUCCION;MATERIALES;AISLANTE;CON000448;AISLANTE 7/8 X 1/2;FRIOPARTES S A DE C.V.;9;L273.91
BSU01;CONSTRUCCION;MATERIALES;AISLANTE;CON000450;AISLANTE 5/8X1/2;AIRE FRIO DE HONDURAS S. A DE C. V;43;L1,064.11
BSU01;CONSTRUCCION;MATERIALES;AISLANTE;CON008502;CINTA DOBLE CARA946 12MMX18 M;DISTRIBUIDORA DE MATERIALES S. DE R.L. DE C.V.;2;L0.00
BSU01;CONSTRUCCION;MATERIALES;ANGULOS;CON001225;ANGULO 1/8 X 2 X 20 H.G;RICARDO JESUS BENDECK TURCIOS;1;L319.77
BSU01;CONSTRUCCION;MATERIALES;ANGULOS;CON004707;ANGULO 1/8 X 3/4 X 20HG;RICARDO JESUS BENDECK TURCIOS;3;L372.63
BSU01;CONSTRUCCION;MATERIALES;ANGULOS;CON006932;ANGULO P/CIELO 10;POLARIS INTERNACIONAL S. DE R.L.;55;L1,522.13
BSU01;CONSTRUCCION;MATERIALES;ANGULOS;CON000993;ANGULO DE HIERRO 1/8 X 2´´X2´´;FERRETERIA EL BARATILLO S.A;8;L3,269.57
BSU01;CONSTRUCCION;MATERIALES;CANALETAS;CON001585;DEXSON CANALETA DUCTO PLASTICA 1 1/2 X1;DAVID ENRIQUE TURCIOS ARDON;5;L129.63
BSU01;CONSTRUCCION;MATERIALES;CATALIZADOR;CON001040;CATALIZADOR EXCELBASE ACELERADO;DISTRIBUIDORA DE MATERIALES S. DE R.L. DE C.V.;9;L4,896.26
BSU01;CONSTRUCCION;MATERIALES;CATALIZADOR;CON001041;KLASS CATALIZADOR 778  1/8;SIN ESPESIFICAR;26;L5,054.66
BSU01;CONSTRUCCION;MATERIALES;CATALIZADOR;CON001046;SUR MADERA CATALIZADOR 709 1/4;LA PERLA DEL COLOR S DE R.L.;14;L4,549.58
BSU01;CONSTRUCCION;MATERIALES;CATALIZADOR;CON001053;SUR MADERA CATALIZADOR 701 GALON;LA PERLA DEL COLOR S DE R.L.;4;L3,561.16
BSU01;CONSTRUCCION;MATERIALES;CATALIZADOR;CON001054;SUR MADERA CATALIZADOR 710;LA PERLA DEL COLOR S DE R.L.;2;L1,872.72
BSU01;CONSTRUCCION;MATERIALES;CATALIZADOR;CON001298;COLOR PREPARADO EXCELBASE null (PINTAR ACM) ;DISTRIBUIDORA DE MATERIALES S. DE R.L. DE C.V.;7;L17,775.66
BSU01;CONSTRUCCION;MATERIALES;CATALIZADOR;CON003321;SUR MADERA CATALIZADOR 701 1/4;TORNILLOS Y SERVICIOS MULTIPLES LACAST S.A DE C.V;1;L345.00
BSU01;CONSTRUCCION;MATERIALES;CATALIZADOR;CON001047;SUR MADERA CATALIZADOR 702 GALON USAR;LA PERLA DEL COLOR S DE R.L.;5;L4,455.00
BSU01;CONSTRUCCION;MATERIALES;CERAMICA;CON00002567;PORCELANATO BEIGE M2 CHINA 2022 1.44MTS ;DANILOS STORE SA;4,430.16;L896,042.92
BSU01;CONSTRUCCION;MATERIALES;CERAMICA;CON001873;PORCELANATO BLANCO M2 CHINA;SIN ESPESIFICAR;15.12;L3,175.20
BSU01;CONSTRUCCION;MATERIALES;CERAMICA;CON001875;PORCELANATO DE MUESTRA 2024;FOSHAN LIVE BUILDING MATERIALS CO., LTD;32.28;L6,210.98
BSU01;CONSTRUCCION;MATERIALES;CERAMICA;CON002926;PORCELANATO ESPAÑOL AUSTRAL GREY 60X60 TALANGA ;EXPOBAÑOS Y COCINA;5.76;L3,591.30
