MES;DEPARTAMENTO2;Serie Descripcion;Division;Categoria;Grupo;Proveedor;UNIDAD NEG 2025;UNIDAD POS 2026;COSTO NEG 2025;COSTO POS 2025;UNIDAD NEG 2026;UNIDAD NEG 2026;COSTO NEG 2026;COSTO POS 2026
JUNIO;SONAGUERA COLON AEC;Diarios de Suministros;CONSTRUCCION;MATERIALES;THINER;;-4;;-L174.73;;;;;
JUNIO;SONAGUERA COLON AEC;Diarios de Suministros;CONSTRUCCION;MATERIALES;TUBOS;;-6;;-L2,514.00;;;;;
JUNIO;SONAGUERA COLON AEC;Diarios de Suministros;EMPAQUES;BOLSAS;BOLSA BASURA;;-14;;-L350.00;;;;;
JUNIO;SONAGUERA COLON AEC;Diarios de Suministros;EMPAQUES;FLEJE;FLEJE;;-3;;-L321.76;;;;;
JUNIO;SONAGUERA COLON AEC;Diarios de Suministros;FARMACEUTICOS;MEDICAMENTOS;MEDICAMENTOS;;-12;;-L334.61;;;;;
JUNIO;SONAGUERA COLON AEC;Diarios de Suministros;LIMPIEZA;UTENSILIOS LIMPIEZA;DESINFECTANTES;;-5;;-L342.00;;;;;
JUNIO;SONAGUERA COLON AEC;Diarios de Suministros;LIMPIEZA;UTENSILIOS LIMPIEZA;HIGIENE;;-1;;-L100.00;;;;;
JUNIO;SONAGUERA COLON AEC;Diarios de Suministros;LIMPIEZA;UTENSILIOS LIMPIEZA;PAPEL HIGIENICO;;-16;;-L587.10;;;;;
JUNIO;SONAGUERA COLON AEC;Diarios de Suministros;MECANICA;REPUESTOS Y ACCESORIOS;ACEITES;;-2;;-L250.87;;;;;
JUNIO;SONAGUERA COLON AEC;Diarios de Suministros;SISTEMA ELECTRICO;ILUMINACIONES ELECTRICAS;TUBOS/CANDELAS ILUMINACION;;-15;;-L583.46;;;;;
JUNIO;SONAGUERA COLON AEC;Diarios de Suministros;SISTEMA ELECTRICO;INTERRUPTORES Y TOMACORRIENTES;INTERRUPTORES;;-1;;-L1,985.21;;;;;
JUNIO;SONAGUERA COLON AEC;Diarios Uniformes;ARTICULOS OFICINA;PAPELERIA Y UTILES;PORTA CARNET;;-13;;-L230.49;;;;;
JUNIO;SONAGUERA COLON AEC;Diarios Uniformes;UNIFORMES;ADMINISTRACION;BLUSA P/DAMA;;-1;;-L250.00;;;;;
JUNIO;SONAGUERA COLON AEC;Diarios Uniformes;UNIFORMES;OPERATIVOS;CAMISETA PROMOCION;;-1;;-L314.96;;;;;
JUNIO;SONAGUERA COLON AEC;(en blanco);AIRE ACONDICIONADO;CLIMATICACION/ACCESORIOS;AIRE/ACCESORIO;;;2;;L3,325.66;;;;
JUNIO;SONAGUERA COLON AEC;(en blanco);CONSTRUCCION;MATERIALES;MATERIAL DE CONSTRUCCION;;;4;;L613.95;;;;
JUNIO;SPS TERMINAL AEC;Diarios de Suministros;AIRE ACONDICIONADO;CLIMATICACION/ACCESORIOS;AIRE/ACCESORIO;;-3;;-L10,630.14;;;;;
JUNIO;SPS TERMINAL AEC;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;CARTONCILLO;;-30;;-L6.81;;;;;
JUNIO;SPS TERMINAL AEC;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;CORRECTORES;;-6;;-L14.71;;;;;
JUNIO;SPS TERMINAL AEC;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;GRAPAS;;-6;;-L137.76;;;;;
JUNIO;SPS TERMINAL AEC;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;PAPEL BOND;;-1;;-L64.28;;;;;
JUNIO;SPS TERMINAL AEC;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;PEGAPRECIO;;-12;;-L50.26;;;;;
JUNIO;SPS TERMINAL AEC;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;TALONARIOS;;-3;;-L210.00;;;;;
JUNIO;SPS TERMINAL AEC;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;TAPE;;-10;;-L15.26;;;;;
JUNIO;SPS TERMINAL AEC;Diarios de Suministros;CARPINTERIA;OBJETOS CARPINTERIA;LIJAS;;-5;;-L46.93;;;;;
JUNIO;SPS TERMINAL AEC;Diarios de Suministros;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;;-12;;-L853.44;;;;;
JUNIO;SPS TERMINAL AEC;Diarios de Suministros;CONSTRUCCION;HERRAMIENTAS;TORNILLERIA;;-50;;-L15.93;;;;;
JUNIO;SPS TERMINAL AEC;Diarios de Suministros;CONSTRUCCION;MATERIALES;CINTA AISLANTE;;-1;;-L134.96;;;;;
JUNIO;SPS TERMINAL AEC;Diarios de Suministros;CONSTRUCCION;MATERIALES;DUCHA;;-12;;-L205.38;;;;;
JUNIO;SPS TERMINAL AEC;Diarios de Suministros;CONSTRUCCION;MATERIALES;LAMINA DUROCK T/Y;;-1;;-L243.29;;;;;
JUNIO;SPS TERMINAL AEC;Diarios de Suministros;CONSTRUCCION;MATERIALES;MASILLA;;-1;;-L376.00;;;;;
JUNIO;SPS TERMINAL AEC;Diarios de Suministros;CONSTRUCCION;MATERIALES;MATERIAL DE CONSTRUCCION;;-2;;-L47.55;;;;;
JUNIO;SPS TERMINAL AEC;Diarios de Suministros;CONSTRUCCION;MATERIALES;PINTURA;;-7;;-L6,175.22;;;;;
JUNIO;SPS TERMINAL AEC;Diarios de Suministros;CONSTRUCCION;MATERIALES;THINER;;-4;;-L174.73;;;;;
JUNIO;SPS TERMINAL AEC;Diarios de Suministros;EMPAQUES;BOLSAS;BOLSA BASURA;;-6;;-L150.00;;;;;
JUNIO;SPS TERMINAL AEC;Diarios de Suministros;EMPAQUES;BOLSAS;BOLSA LISA;;-1;;-L28.42;;;;;
JUNIO;SPS TERMINAL AEC;Diarios de Suministros;EMPAQUES;BOLSAS;BOLSA MEMBRETADA;;-657;;-L19,041.40;;;;;
JUNIO;SPS TERMINAL AEC;Diarios de Suministros;FARMACEUTICOS;MEDICAMENTOS;MEDICAMENTOS;;-36;;-L166.42;;;;;
JUNIO;SPS TERMINAL AEC;Diarios de Suministros;LIMPIEZA;UTENSILIOS LIMPIEZA;DESINFECTANTES;;-2;;-L149.99;;;;;
JUNIO;SPS TERMINAL AEC;Diarios de Suministros;LIMPIEZA;UTENSILIOS LIMPIEZA;DETERGENTE;;-1;;-L66.59;;;;;
JUNIO;SPS TERMINAL AEC;Diarios de Suministros;LIMPIEZA;UTENSILIOS LIMPIEZA;HIGIENE;;-5;;-L174.47;;;;;
JUNIO;SPS TERMINAL AEC;Diarios de Suministros;LIMPIEZA;UTENSILIOS LIMPIEZA;PAPEL HIGIENICO;;-12;;-L469.17;;;;;
JUNIO;SPS TERMINAL AEC;Diarios de Suministros;SISTEMA ELECTRICO;BATERIAS Y REGULADORES;BATERIAS;;-1;;-L2,600.38;;;;;
JUNIO;SPS TERMINAL AEC;Diarios de Suministros;SISTEMA ELECTRICO;TRANSFERENCIAS Y CABLES;CABLES;;-100;;-L1,414.44;;;;;
JUNIO;SPS TERMINAL AEC;(en blanco);AIRE ACONDICIONADO;CLIMATICACION/ACCESORIOS;AIRE/ACCESORIO;;;1;;L1,043.48;;;;
JUNIO;SUMINISTROS;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;BATERIAS;;-1;;-L6.68;;;;;
JUNIO;SUMINISTROS;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;BOLIGRAFOS;;-2;;-L2.03;;;;;
JUNIO;SUMINISTROS;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;CAJAS ARMABLES;;-1;;-L58.26;;;;;
JUNIO;SUMINISTROS;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;CLIPS;;-69;;-L67.84;;;;;
JUNIO;SUMINISTROS;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;CORRECTORES;;-4;;-L9.81;;;;;
JUNIO;SUMINISTROS;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;PAPEL BOND;;-28;;-L1,799.94;;;;;
JUNIO;SUMINISTROS;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;SILICON;;-1;;-L2.14;;;;;
JUNIO;SUMINISTROS;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;TABLERO;;-1;;-L27.22;;;;;
JUNIO;SUMINISTROS;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;TAPE;;-192;;-L4,079.37;;;;;
JUNIO;SUMINISTROS;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;TINTA SELLO;;-3;;-L3,720.02;;;;;
JUNIO;SUMINISTROS;Diarios de Suministros;COCINA;VIVERES;VIVERES;;-5;;-L602.61;;;;;
JUNIO;SUMINISTROS;Diarios de Suministros;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;;-13;;-L120.73;;;;;
JUNIO;SUMINISTROS;Diarios de Suministros;ELECTRONICA;EQUIPO COMPUTO;ACCESORIOS TECNOLOGICOS;;-1;;-L25.00;;;;;
JUNIO;SUMINISTROS;Diarios de Suministros;EMPAQUES;FLEJE;FLEJE;;-10;;-L1,119.02;;;;;
JUNIO;SUMINISTROS;Diarios de Suministros;FARMACEUTICOS;MEDICAMENTOS;MATERIAL QUIRURGICO;;-1;;-L34.62;;;;;
JUNIO;SUMINISTROS;Diarios de Suministros;FARMACEUTICOS;MEDICAMENTOS;MEDICAMENTOS;;-59;;-L160.77;;;;;
JUNIO;SUMINISTROS;Diarios de Suministros;LIMPIEZA;UTENSILIOS LIMPIEZA;AMBIENTALES;;-1;;-L57.97;;;;;
JUNIO;SUMINISTROS;Diarios de Suministros;LIMPIEZA;UTENSILIOS LIMPIEZA;DESINFECTANTES;;-1;;-L36.00;;;;;
JUNIO;SUMINISTROS;Diarios de Suministros;LIMPIEZA;UTENSILIOS LIMPIEZA;JABON P/TRASTE;;-1;;-L24.51;;;;;
JUNIO;SUMINISTROS;Diarios de Suministros;LIMPIEZA;UTENSILIOS LIMPIEZA;LIMPIADOR MADERA;;-1;;-L43.61;;;;;
JUNIO;SUMINISTROS;Diarios de Suministros;LIMPIEZA;UTENSILIOS LIMPIEZA;PAPEL HIGIENICO;;-12;;-L488.40;;;;;
JUNIO;SUMINISTROS;Diarios Uniformes;ARTICULOS OFICINA;PAPELERIA Y UTILES;PORTA CARNET;;-12;;-L212.76;;;;;
JUNIO;SUMINISTROS;Diarios Uniformes;UNIFORMES;OPERATIVOS;CAMISETA POLO;;-6;;-L351.27;;;;;
JUNIO;SURTIDO DE TIENDAS;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;MARCADORES;;-240;;-L342.88;;;;;
JUNIO;SURTIDO DE TIENDAS;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;RIBBONS;;-30;;-L785.18;;;;;
JUNIO;SURTIDO DE TIENDAS;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;TAPE;;-596;;-L12,061.74;;;;;
JUNIO;SURTIDO DE TIENDAS;Diarios de Suministros;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;;-4;;-L12,286.00;;;;;
JUNIO;SURTIDO DE TIENDAS;Diarios de Suministros;EMPAQUES;BOLSAS;BOLSA BASURA;;-3;;-L75.00;;;;;
JUNIO;SURTIDO DE TIENDAS;Diarios de Suministros;EMPAQUES;FLEJE;FLEJE;;-84;;-L9,474.12;;;;;
JUNIO;SURTIDO DE TIENDAS;Diarios de Suministros;FARMACEUTICOS;MEDICAMENTOS;MEDICAMENTOS;;-171;;-L533.78;;;;;
JUNIO;SURTIDO DE TIENDAS;Diarios de Suministros;LIMPIEZA;UTENSILIOS LIMPIEZA;DESINFECTANTES;;-3;;-L180.00;;;;;
JUNIO;SURTIDO DE TIENDAS;Diarios de Suministros;LIMPIEZA;UTENSILIOS LIMPIEZA;DETERGENTE;;-1;;-L66.59;;;;;
JUNIO;SURTIDO DE TIENDAS;Diarios de Suministros;LIMPIEZA;UTENSILIOS LIMPIEZA;PAPEL HIGIENICO;;-12;;-L469.17;;;;;
JUNIO;SURTIDO DE TIENDAS;Diarios Uniformes;ARTICULOS OFICINA;PAPELERIA Y UTILES;PORTA CARNET;;-37;;-L656.01;;;;;
JUNIO;SURTIDO DE TIENDAS;Diarios Uniformes;UNIFORMES;OPERATIVOS;CAMISETA ENTRENAMIENTO;;-2;;-L107.50;;;;;
JUNIO;TALANGA AEC;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;CALCULADORA;;-20;;-L254.56;;;;;
JUNIO;TALANGA AEC;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;GRAPAS;;-6;;-L137.76;;;;;
JUNIO;TALANGA AEC;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;MARCADORES;;-10;;-L14.28;;;;;
JUNIO;TALANGA AEC;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;NOTAS ADHESIVAS;;-3;;-L9.44;;;;;
JUNIO;TALANGA AEC;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;PAPEL TERMICO;;-50;;-L794.82;;;;;
JUNIO;TALANGA AEC;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;PEGAPRECIO;;-20;;-L83.76;;;;;
JUNIO;TALANGA AEC;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;TALONARIOS;;-4;;-L240.00;;;;;
JUNIO;TALANGA AEC;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;TAPE;;-18;;-L169.05;;;;;
JUNIO;TALANGA AEC;Diarios de Suministros;CONSTRUCCION;MATERIALES;DUCHA;;-9;;-L227.25;;;;;
JUNIO;TALANGA AEC;Diarios de Suministros;CONSTRUCCION;MATERIALES;PINTURA;;-1;;-L669.46;;;;;
JUNIO;TALANGA AEC;Diarios de Suministros;CONSTRUCCION;MATERIALES;THINER;;-4;;-L174.83;;;;;
JUNIO;TALANGA AEC;Diarios de Suministros;EMPAQUES;BOLSAS;BOLSA BASURA;;-12;;-L300.00;;;;;
JUNIO;TALANGA AEC;Diarios de Suministros;EMPAQUES;BOLSAS;BOLSA LISA;;-1;;-L19.37;;;;;
JUNIO;TALANGA AEC;Diarios de Suministros;EMPAQUES;BOLSAS;BOLSA MEMBRETADA;;-600;;-L17,400.00;;;;;
JUNIO;TALANGA AEC;Diarios de Suministros;EMPAQUES;FLEJE;FLEJE;;-3;;-L321.76;;;;;
JUNIO;TALANGA AEC;Diarios de Suministros;FARMACEUTICOS;MEDICAMENTOS;MEDICAMENTOS;;-2;;-L138.91;;;;;
JUNIO;TALANGA AEC;Diarios de Suministros;LIMPIEZA;UTENSILIOS LIMPIEZA;BOMBAS;;-4;;-L113.19;;;;;
JUNIO;TALANGA AEC;Diarios de Suministros;LIMPIEZA;UTENSILIOS LIMPIEZA;DESINFECTANTES;;-3;;-L192.00;;;;;
JUNIO;TALANGA AEC;Diarios de Suministros;LIMPIEZA;UTENSILIOS LIMPIEZA;DETERGENTE;;-2;;-L133.12;;;;;
JUNIO;TALANGA AEC;Diarios de Suministros;LIMPIEZA;UTENSILIOS LIMPIEZA;HIGIENE;;-4;;-L139.57;;;;;
JUNIO;TALANGA AEC;Diarios de Suministros;LIMPIEZA;UTENSILIOS LIMPIEZA;PAPEL HIGIENICO;;-12;;-L584.55;;;;;
JUNIO;TALANGA AEC;Diarios de Suministros;LIMPIEZA;UTENSILIOS LIMPIEZA;USO EXTERIORES LIMPIEZAS;;-4;;-L155.58;;;;;
JUNIO;TALANGA AEC;Diarios de Suministros;SEGURIDAD;IMPLEMENTOS DE SEGURIDAD;RADIOS;;-2;;-L749.20;;;;;
JUNIO;TALANGA AEC;Diarios de Suministros;SISTEMA ELECTRICO;ILUMINACIONES ELECTRICAS;TUBOS/CANDELAS ILUMINACION;;-30;;-L2,410.26;;;;;
JUNIO;TALANGA AEC;Diarios Uniformes;ARTICULOS OFICINA;PAPELERIA Y UTILES;PORTA CARNET;;-14;;-L248.22;;;;;
JUNIO;TALANGA AEC;Diarios Uniformes;UNIFORMES;OPERATIVOS;CAMISETA PROMOCION;;-26;;-L2,035.07;;;;;
JUNIO;TALLER Y MECANICA;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;MARCADORES;;-2;;-L2.86;;;;;
JUNIO;TALLER Y MECANICA;Diarios de Suministros;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;;-1;;-L2.74;;;;;
JUNIO;TALLER Y MECANICA;Diarios de Suministros;CONSTRUCCION;MATERIALES;MATERIAL DE CONSTRUCCION;;-2;;-L31.02;;;;;
JUNIO;TALLER Y MECANICA;Diarios de Suministros;ELECTRONICA;EQUIPO COMPUTO;LIMPIADORES;;-2;;-L372.82;;;;;
JUNIO;TALLER Y MECANICA;Diarios de Suministros;EMPAQUES;BOLSAS;BOLSA BASURA;;-2;;-L38.96;;;;;
JUNIO;TALLER Y MECANICA;Diarios de Suministros;MECANICA;REPUESTOS Y ACCESORIOS;ACCESORIOS VEHICULOS;;-21;;-L4,295.64;;;;;
JUNIO;TALLER Y MECANICA;Diarios de Suministros;MECANICA;REPUESTOS Y ACCESORIOS;ACEITES;;-275;;-L31,780.54;;;;;
JUNIO;TALLER Y MECANICA;Diarios de Suministros;MECANICA;REPUESTOS Y ACCESORIOS;BANDAS MOTOR;;-7;;-L2,049.26;;;;;
JUNIO;TALLER Y MECANICA;Diarios de Suministros;MECANICA;REPUESTOS Y ACCESORIOS;FILTROS;;-26;;-L7,025.00;;;;;
JUNIO;TALLER Y MECANICA;Diarios de Suministros;MECANICA;REPUESTOS Y ACCESORIOS;LLANTAS PARA VEHICULO;;-4;;-L5,391.30;;;;;
JUNIO;TALLER Y MECANICA;Diarios de Suministros;MECANICA;REPUESTOS Y ACCESORIOS;REPUESTOS DE MOTOR;;-27;;-L45,979.37;;;;;
JUNIO;TALLER Y MECANICA;Diarios de Suministros;MECANICA;REPUESTOS Y ACCESORIOS;SHAMPOOS;;-2;;-L161.90;;;;;
JUNIO;TALLER Y MECANICA;Diarios de Suministros;MECANICA;REPUESTOS Y ACCESORIOS;TORNILLERIA VEHICULOS;;-2;;-L71.53;;;;;
JUNIO;TALLER Y MECANICA;Diarios Uniformes;ARTICULOS OFICINA;PAPELERIA Y UTILES;PORTA CARNET;;-2;;-L35.46;;;;;
JUNIO;TALLER Y MECANICA;(en blanco);MECANICA;REPUESTOS Y ACCESORIOS;ACEITES;;;1;;L114.77;;;;
JUNIO;TALLER Y MECANICA;(en blanco);MECANICA;REPUESTOS Y ACCESORIOS;BANDAS MOTOR;;;1;;L173.91;;;;
JUNIO;TECNOLOGIA (IT);Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;BOLIGRAFOS;;-20;;-L20.25;;;;;
JUNIO;TECNOLOGIA (IT);Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;GRAPAS;;-1;;-L22.96;;;;;
JUNIO;TECNOLOGIA (IT);Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;MARCADORES;;-10;;-L21.39;;;;;
JUNIO;TECNOLOGIA (IT);Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;PAPEL BOND;;-6;;-L385.70;;;;;
JUNIO;TECNOLOGIA (IT);Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;TAPE;;-2;;-L41.89;;;;;
JUNIO;TECNOLOGIA (IT);Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;TIJERA;;-5;;-L73.65;;;;;
JUNIO;TECNOLOGIA (IT);Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;TONER;;-1;;-L2,925.00;;;;;
JUNIO;TECNOLOGIA (IT);Diarios de Suministros;CARPINTERIA;OBJETOS CARPINTERIA;LIJAS;;-5;;-L46.93;;;;;
JUNIO;TECNOLOGIA (IT);Diarios de Suministros;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;;-24;;-L62,810.57;;;;;
JUNIO;TECNOLOGIA (IT);Diarios de Suministros;CONSTRUCCION;HERRAMIENTAS;TORNILLERIA;;-1,158;;-L304.00;;;;;
JUNIO;TECNOLOGIA (IT);Diarios de Suministros;CONSTRUCCION;MATERIALES;CINTA AISLANTE;;-4;;-L539.84;;;;;
JUNIO;TECNOLOGIA (IT);Diarios de Suministros;CONSTRUCCION;MATERIALES;LAMINA DUROCK T/Y;;-6;;-L915.45;;;;;
JUNIO;TECNOLOGIA (IT);Diarios de Suministros;CONSTRUCCION;MATERIALES;MASILLA;;-3;;-L1,437.68;;;;;
JUNIO;TECNOLOGIA (IT);Diarios de Suministros;CONSTRUCCION;MATERIALES;MATERIAL DE CONSTRUCCION;;-529;;-L3,056.66;;;;;
JUNIO;TECNOLOGIA (IT);Diarios de Suministros;CONSTRUCCION;MATERIALES;PINTURA;;-1;;-L3,080.00;;;;;
JUNIO;TECNOLOGIA (IT);Diarios de Suministros;DISPLAY;DISPLAY TIENDAS;EXHIBIDORES;;-1;;-L450.00;;;;;
JUNIO;TECNOLOGIA (IT);Diarios de Suministros;ELECTRONICA;EQUIPO COMPUTO;ACCESORIOS TECNOLOGICOS;;-6;;-L115,222.89;;;;;
JUNIO;TECNOLOGIA (IT);Diarios de Suministros;ELECTRONICA;EQUIPO COMPUTO;CABLE/MECHAS;;-2;;-L75.91;;;;;
JUNIO;TECNOLOGIA (IT);Diarios de Suministros;ELECTRONICA;EQUIPO COMPUTO;LIMPIADORES;;-11;;-L1,985.68;;;;;
JUNIO;TECNOLOGIA (IT);Diarios de Suministros;EMPAQUES;BOLSAS;BOLSA BASURA;;-1;;-L25.00;;;;;
JUNIO;TECNOLOGIA (IT);Diarios de Suministros;EMPAQUES;FLEJE;FLEJE;;-5;;-L536.28;;;;;
JUNIO;TECNOLOGIA (IT);Diarios de Suministros;LIMPIEZA;UTENSILIOS LIMPIEZA;BASUREROS;;-2;;-L75.41;;;;;
JUNIO;TECNOLOGIA (IT);Diarios de Suministros;LIMPIEZA;UTENSILIOS LIMPIEZA;DESINFECTANTES;;-2;;-L17.94;;;;;
JUNIO;TECNOLOGIA (IT);Diarios de Suministros;LIMPIEZA;UTENSILIOS LIMPIEZA;USO EXTERIORES LIMPIEZAS;;-1;;-L39.86;;;;;
JUNIO;TECNOLOGIA (IT);Diarios de Suministros;SISTEMA ELECTRICO;ILUMINACIONES ELECTRICAS;TUBOS/CANDELAS ILUMINACION;;-6;;-L606.39;;;;;
JUNIO;TECNOLOGIA (IT);Diarios de Suministros;SISTEMA ELECTRICO;INTERRUPTORES Y TOMACORRIENTES;TOMACORRIENTES;;-2;;-L162.16;;;;;
JUNIO;TECNOLOGIA (IT);Diarios de Suministros;SISTEMA ELECTRICO;TRANSFERENCIAS Y CABLES;BREAKER DIFERENCIAL;;-1;;-L25.20;;;;;
JUNIO;TECNOLOGIA (IT);Diarios de Suministros;SISTEMA ELECTRICO;TRANSFERENCIAS Y CABLES;CABLES;;-42;;-L865.78;;;;;
JUNIO;TECNOLOGIA (IT);Diarios Uniformes;ARTICULOS OFICINA;PAPELERIA Y UTILES;PORTA CARNET;;-18;;-L319.14;;;;;
JUNIO;TECNOLOGIA (IT);Diarios Uniformes;UNIFORMES;OPERATIVOS;CAMISETA POLO;;-2;;-L117.09;;;;;
JUNIO;TECNOLOGIA (IT);Diarios Uniformes;UNIFORMES;OPERATIVOS;CAMISETA PROMOCION;;-7;;-L913.49;;;;;
JUNIO;TEGUCIGALPA;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;BATERIAS;;-3;;-L20.05;;;;;
JUNIO;TEGUCIGALPA;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;GRAPADORA;;-2;;-L201.74;;;;;
JUNIO;TEGUCIGALPA;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;GRAPAS;;-5;;-L114.80;;;;;
JUNIO;TEGUCIGALPA;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;MARCADORES;;-2;;-L29.81;;;;;
JUNIO;TEGUCIGALPA;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;PAPEL BOND;;-1;;-L64.28;;;;;
JUNIO;TEGUCIGALPA;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;PAPEL TERMICO;;-50;;-L794.82;;;;;
JUNIO;TEGUCIGALPA;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;TAPE;;-6;;-L123.36;;;;;
JUNIO;TEGUCIGALPA;Diarios de Suministros;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;;-3;;-L10.80;;;;;
JUNIO;TEGUCIGALPA;Diarios de Suministros;CONSTRUCCION;MATERIALES;MATERIAL DE CONSTRUCCION;;-24;;-L386.39;;;;;
JUNIO;TEGUCIGALPA;Diarios de Suministros;CONSTRUCCION;MATERIALES;PINTURA;;-2;;-L1,420.13;;;;;
JUNIO;TEGUCIGALPA;Diarios de Suministros;CONSTRUCCION;MATERIALES;THINER;;-4;;-L174.74;;;;;
JUNIO;TEGUCIGALPA;Diarios de Suministros;ELECTRONICA;EQUIPO COMPUTO;TINTAS;;-1;;-L120.00;;;;;
JUNIO;TEGUCIGALPA;Diarios de Suministros;EMPAQUES;BOLSAS;BOLSA BASURA;;-3;;-L75.00;;;;;
JUNIO;TEGUCIGALPA;Diarios de Suministros;EMPAQUES;BOLSAS;BOLSA LISA;;-25;;-L503.66;;;;;
JUNIO;TEGUCIGALPA;Diarios de Suministros;EMPAQUES;BOLSAS;BOLSA MEMBRETADA;;-402;;-L11,650.75;;;;;
JUNIO;TEGUCIGALPA;Diarios de Suministros;FARMACEUTICOS;MEDICAMENTOS;MEDICAMENTOS;;-25;;-L351.40;;;;;
JUNIO;TEGUCIGALPA;Diarios de Suministros;LIMPIEZA;UTENSILIOS LIMPIEZA;DESINFECTANTES;;-1;;-L30.00;;;;;
JUNIO;TEGUCIGALPA;Diarios de Suministros;LIMPIEZA;UTENSILIOS LIMPIEZA;DETERGENTE;;-1;;-L66.59;;;;;
JUNIO;TEGUCIGALPA;Diarios de Suministros;LIMPIEZA;UTENSILIOS LIMPIEZA;PAPEL HIGIENICO;;-12;;-L469.17;;;;;
JUNIO;TEGUCIGALPA;Diarios de Suministros;LIMPIEZA;UTENSILIOS LIMPIEZA;USO EXTERIORES LIMPIEZAS;;-2;;-L77.79;;;;;
JUNIO;TEGUCIGALPA;Diarios de Suministros;SISTEMA ELECTRICO;BATERIAS Y REGULADORES;BATERIAS;;-2;;-L5,200.75;;;;;
JUNIO;TEGUCIGALPA;Diarios de Suministros;SISTEMA ELECTRICO;ILUMINACIONES ELECTRICAS;TUBOS/CANDELAS ILUMINACION;;-10;;-L2,050.00;;;;;
JUNIO;TEGUCIGALPA;Diarios Uniformes;ARTICULOS OFICINA;PAPELERIA Y UTILES;PORTA CARNET;;-7;;-L124.11;;;;;
JUNIO;TEGUCIGALPA;Diarios Uniformes;UNIFORMES;ADMINISTRACION;BLUSA P/DAMA;;-1;;-L250.00;;;;;
JUNIO;TELA AEC;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;DETECTORAS DE DINERO FALSO;;-2;;-L49.29;;;;;
